Date,Description,Amount,Transaction Type,Category,Account Name
2022-07-21,Barbershop,30.427461252171412,debit,Haircut,Platinum Card
2022-07-21,Grocery Store,29.142423324424445,debit,Groceries,Platinum Card
2022-07-22,Thai Restaurant,27.760431498935425,debit,Restaurants,Silver Card
2022-07-22,Credit Card Payment,270.91388839085755,credit,Credit Card Payment,Silver Card
2022-07-23,Credit Card Payment,257.4617384302597,debit,Credit Card Payment,Checking
2022-07-23,Credit Card Payment,59.82941361759159,debit,Credit Card Payment,Checking
2022-07-23,Starbucks,9.65327001583546,debit,Fast Food,Platinum Card
2022-07-24,Starbucks,2.4840866457693345,debit,Coffee Shops,Silver Card
2022-07-24,American Tavern,26.274605914511476,debit,Restaurants,Platinum Card
2022-07-25,Internet Service Provider,75.201542926112,debit,Internet,Checking
2022-07-26,Conoco,33.844921537400154,debit,Gas & Fuel,Silver Card
2022-07-27,Barbershop,29.614733005609224,debit,Haircut,Silver Card
2022-07-28,Hardware Store,43.74348647871052,debit,Home Improvement,Platinum Card
2022-07-28,Grocery Store,7.639763237309729,debit,Groceries,Silver Card
2022-07-29,Fancy Restaurant,44.71560509222755,debit,Restaurants,Silver Card
2022-07-29,Grocery Store,5.398123300597854,debit,Groceries,Platinum Card
2022-07-30,Internet Service Provider,76.45872041797308,debit,Internet,Checking
2022-07-30,Grocery Store,15.798214955372595,debit,Groceries,Platinum Card
2022-07-30,American Tavern,35.21132228922975,debit,Restaurants,Silver Card
2022-07-31,Brewing Company,6.463205318389341,debit,Alcohol & Bars,Silver Card
2022-08-01,Amazon,12.823945764436873,debit,Shopping,Platinum Card
2022-08-01,Amazon,13.374689215873671,debit,Shopping,Platinum Card
2022-08-02,Credit Card Payment,815.8823962962442,credit,Credit Card Payment,Platinum Card
2022-08-02,Shell,40.384310141580364,debit,Gas & Fuel,Silver Card
2022-08-02,Mortgage Payment,1236.6250648206208,debit,Mortgage & Rent,Checking
2022-08-02,Biweekly Paycheck,2265.3166964859142,credit,Paycheck,Checking
2022-08-02,Mortgage Payment,1111.8875432368272,debit,Mortgage & Rent,Checking
2022-08-03,Grocery Store,6.339574935004069,debit,Groceries,Silver Card
2022-08-03,Biweekly Paycheck,2054.3285794581693,credit,Paycheck,Checking
2022-08-03,American Tavern,23.464003763226685,debit,Restaurants,Platinum Card
2022-08-03,BP,36.529500028573224,debit,Gas & Fuel,Platinum Card
2022-08-03,Grocery Store,3.985376674499433,debit,Groceries,Platinum Card
2022-08-04,Netflix,14.261011572496114,debit,Television,Platinum Card
2022-08-04,Netflix,11.671831722246315,debit,Movies & DVDs,Platinum Card
2022-08-05,Credit Card Payment,346.2104694985453,credit,Credit Card Payment,Platinum Card
2022-08-05,Credit Card Payment,116.84468893725378,credit,Credit Card Payment,Silver Card
2022-08-05,Brewing Company,18.620781087992714,debit,Alcohol & Bars,Silver Card
2022-08-06,Credit Card Payment,116.10389897053042,debit,Credit Card Payment,Checking
2022-08-06,Amazon,75.8081454439378,debit,Shopping,Platinum Card
2022-08-06,Credit Card Payment,533.7113149634705,debit,Credit Card Payment,Checking
2022-08-06,Hardware Store,125.03093476900689,debit,Home Improvement,Checking
2022-08-08,Grocery Store,11.534616904354872,debit,Groceries,Silver Card
2022-08-09,Gas Company,30.315584502901267,debit,Utilities,Checking
2022-08-09,Spotify,10.672975314560667,debit,Music,Platinum Card
2022-08-09,Spotify,10.658096664417064,debit,Music,Platinum Card
2022-08-09,Gas Company,28.83106847313746,debit,Utilities,Checking
2022-08-10,Phone Company,85.31831461972803,debit,Mobile Phone,Checking
2022-08-11,Valero,33.262547992210095,debit,Gas & Fuel,Platinum Card
2022-08-11,Chick-Fil-A,14.098380085828223,debit,Fast Food,Platinum Card
2022-08-12,Thai Restaurant,26.634919605656055,debit,Restaurants,Silver Card
2022-08-12,Phone Company,64.87878582304758,debit,Mobile Phone,Checking
2022-08-14,Starbucks,2.679722049649861,debit,Coffee Shops,Platinum Card
2022-08-15,Power Company,59.756608659249075,debit,Utilities,Checking
2022-08-15,Shell,42.214954662222645,debit,Gas & Fuel,Platinum Card
2022-08-15,Credit Card Payment,155.63596503480696,credit,Credit Card Payment,Platinum Card
2022-08-15,Credit Card Payment,270.1368670447161,credit,Credit Card Payment,Silver Card
2022-08-15,Credit Card Payment,316.7909316743728,debit,Credit Card Payment,Checking
2022-08-15,Power Company,61.31821496225176,debit,Utilities,Checking
2022-08-15,Grocery Store,5.570375267290159,debit,Groceries,Platinum Card
2022-08-16,City Water Charges,33.98948307810351,debit,Utilities,Checking
2022-08-16,Credit Card Payment,265.43675213942095,debit,Credit Card Payment,Checking
2022-08-16,Biweekly Paycheck,2255.3253138973996,credit,Paycheck,Checking
2022-08-16,City Water Charges,33.97823205004784,debit,Utilities,Checking
2022-08-17,American Tavern,3.620414423380127,debit,Restaurants,Platinum Card
2022-08-17,Amazon,15.237980372450057,debit,Shopping,Platinum Card
2022-08-17,Biweekly Paycheck,1934.8970374101784,credit,Paycheck,Checking
2022-08-17,Credit Card Payment,88.29454333304753,credit,Credit Card Payment,Platinum Card
2022-08-17,Grocery Store,31.907282681596293,debit,Groceries,Platinum Card
2022-08-17,Barbershop,18.900345932872277,debit,Haircut,Platinum Card
2022-08-18,Amazon,23.410582695609726,debit,Shopping,Platinum Card
2022-08-19,Credit Card Payment,1255.9858391064824,debit,Credit Card Payment,Checking
2022-08-20,Starbucks,2.8710306539674377,debit,Coffee Shops,Platinum Card
2022-08-20,State Farm,77.02619773427432,debit,Auto Insurance,Checking
2022-08-20,State Farm,74.82704767417388,debit,Auto Insurance,Checking
2022-08-21,Shell,34.08445774187915,debit,Gas & Fuel,Platinum Card
2022-08-21,Credit Card Payment,34.84310609363169,credit,Credit Card Payment,Silver Card
2022-08-21,Credit Card Payment,101.18956825632985,credit,Credit Card Payment,Platinum Card
2022-08-21,Credit Card Payment,98.00732614839451,debit,Credit Card Payment,Checking
2022-08-22,Credit Card Payment,33.70258521131808,debit,Credit Card Payment,Checking
2022-08-23,Starbucks,2.7449656278566845,debit,Coffee Shops,Platinum Card
2022-08-24,American Tavern,41.43425118760364,debit,Restaurants,Platinum Card
2022-08-25,Brunch Restaurant,40.34084538377566,debit,Restaurants,Platinum Card
2022-08-26,Hardware Store,65.11683089184808,debit,Home Improvement,Silver Card
2022-08-27,Internet Service Provider,72.89248554459394,debit,Internet,Checking
2022-08-29,Starbucks,3.002735652593466,debit,Coffee Shops,Platinum Card
2022-08-30,Internet Service Provider,75.80947838189732,debit,Internet,Checking
2022-08-30,Shell,35.1197960251381,debit,Gas & Fuel,Platinum Card
2022-08-30,Biweekly Paycheck,2229.3047830491205,credit,Paycheck,Checking
2022-08-30,Starbucks,2.7872599319941176,debit,Coffee Shops,Platinum Card
2022-08-31,BBQ Restaurant,43.29694012256326,debit,Restaurants,Silver Card
2022-08-31,Grocery Store,11.470050298732229,debit,Groceries,Platinum Card
2022-08-31,Biweekly Paycheck,1985.736556858831,credit,Paycheck,Checking
2022-08-31,Hardware Store,68.29520671456702,debit,Home Improvement,Platinum Card
2022-09-01,Amazon,13.015266916271527,debit,Shopping,Platinum Card
2022-09-01,Amazon,13.480053394538432,debit,Shopping,Platinum Card
2022-09-01,Brewing Company,48.06184810394059,debit,Alcohol & Bars,Platinum Card
2022-09-02,Amazon,110.06694975342384,debit,Shopping,Platinum Card
2022-09-03,Mortgage Payment,1094.4665653934806,debit,Mortgage & Rent,Checking
2022-09-03,Fancy Restaurant,41.963571318837666,debit,Restaurants,Silver Card
2022-09-04,Netflix,11.771434926587292,debit,Movies & DVDs,Platinum Card
2022-09-04,Netflix,13.690757393938785,debit,Television,Platinum Card
2022-09-04,Mortgage Payment,1225.4929887009466,debit,Mortgage & Rent,Checking
2022-09-04,Credit Card Payment,674.8728571048248,credit,Credit Card Payment,Platinum Card
2022-09-04,Credit Card Payment,692.8105143440974,debit,Credit Card Payment,Checking
2022-09-05,Starbucks,3.927486160461462,debit,Coffee Shops,Platinum Card
2022-09-06,Credit Card Payment,499.75891410611234,debit,Credit Card Payment,Checking
2022-09-06,Credit Card Payment,1380.5826752622527,debit,Credit Card Payment,Checking
2022-09-06,Credit Card Payment,1390.506701223556,credit,Credit Card Payment,Platinum Card
2022-09-07,Gas Company,31.076082157109695,debit,Utilities,Checking
2022-09-07,Brewing Company,13.260370982393907,debit,Alcohol & Bars,Platinum Card
2022-09-08,Brewing Company,19.519347454198474,debit,Alcohol & Bars,Platinum Card
2022-09-09,Brewing Company,18.0184753143391,debit,Alcohol & Bars,Platinum Card
2022-09-09,Spotify,10.684038053888413,debit,Music,Platinum Card
2022-09-09,Gas Company,29.827243022456674,debit,Utilities,Checking
2022-09-09,Shell,29.275134041044904,debit,Gas & Fuel,Platinum Card
2022-09-09,Grocery Store,65.95310601582578,debit,Groceries,Silver Card
2022-09-09,Spotify,10.73191357077807,debit,Music,Platinum Card
2022-09-09,Hardware Store,26.146078501108338,debit,Home Improvement,Silver Card
2022-09-11,Phone Company,64.64241043256325,debit,Mobile Phone,Checking
2022-09-11,Grocery Store,7.861154011543694,debit,Groceries,Platinum Card
2022-09-11,BP,39.57033120819193,debit,Gas & Fuel,Platinum Card
2022-09-11,Credit Card Payment,364.83156402433394,credit,Credit Card Payment,Silver Card
2022-09-12,Grocery Store,46.86716214355634,debit,Groceries,Platinum Card
2022-09-12,Credit Card Payment,364.7252698045219,debit,Credit Card Payment,Checking
2022-09-12,Phone Company,88.25457034654545,debit,Mobile Phone,Checking
2022-09-13,Starbucks,2.728908783145512,debit,Coffee Shops,Platinum Card
2022-09-13,Grocery Store,5.839878725414482,debit,Groceries,Platinum Card
2022-09-13,Biweekly Paycheck,2211.192019027757,credit,Paycheck,Checking
2022-09-14,Credit Card Payment,134.28776986311453,credit,Credit Card Payment,Platinum Card
2022-09-14,Grocery Store,45.68578009482261,debit,Groceries,Platinum Card
2022-09-14,Biweekly Paycheck,1974.3816662261881,credit,Paycheck,Checking
2022-09-15,Amazon,47.019742760711274,debit,Shopping,Platinum Card
2022-09-16,Credit Card Payment,89.5447949369978,credit,Credit Card Payment,Silver Card
2022-09-16,Credit Card Payment,90.19855696210075,debit,Credit Card Payment,Checking
2022-09-16,City Water Charges,34.77098088314488,debit,Utilities,Checking
2022-09-17,City Water Charges,35.20430971092658,debit,Utilities,Checking
2022-09-17,Grocery Store,8.499945655153569,debit,Groceries,Platinum Card
2022-09-17,Grocery Store,10.126153856029854,debit,Groceries,Platinum Card
2022-09-17,Credit Card Payment,184.6136869019392,credit,Credit Card Payment,Platinum Card
2022-09-17,Power Company,58.12377685412011,debit,Utilities,Checking
2022-09-18,Power Company,57.1324357917648,debit,Utilities,Checking
2022-09-18,Grocery Store,4.213318033945197,debit,Groceries,Platinum Card
2022-09-18,State Farm,76.3120103991516,debit,Auto Insurance,Checking
2022-09-18,Credit Card Payment,1607.6707579966005,debit,Credit Card Payment,Checking
2022-09-19,State Farm,73.81925281207592,debit,Auto Insurance,Checking
2022-09-19,Barbershop,30.52627236379683,debit,Haircut,Platinum Card
2022-09-19,Brewing Company,41.7515936798155,debit,Alcohol & Bars,Platinum Card
2022-09-19,Starbucks,2.6759628483870217,debit,Coffee Shops,Platinum Card
2022-09-20,Amazon,48.21997295529752,debit,Shopping,Platinum Card
2022-09-20,Credit Card Payment,9.455435554067138,credit,Credit Card Payment,Silver Card
2022-09-22,Seafood Restaurant,130.8550832010777,debit,Restaurants,Platinum Card
2022-09-22,Hardware Store,68.80322812223747,debit,Home Improvement,Platinum Card
2022-09-22,Hardware Store,6.719906771649646,debit,Home Improvement,Platinum Card
2022-09-23,Grocery Store,29.108988161269988,debit,Groceries,Platinum Card
2022-09-23,Credit Card Payment,9.307516347050319,debit,Credit Card Payment,Checking
2022-09-23,Amazon,25.07469232753345,debit,Shopping,Platinum Card
2022-09-25,Sushi Restaurant,47.86040956140708,debit,Restaurants,Silver Card
2022-09-25,Internet Service Provider,73.74107641539287,debit,Internet,Checking
2022-09-26,Exxon,38.11450221026779,debit,Gas & Fuel,Silver Card
2022-09-26,Starbucks,5.14248742466463,debit,Coffee Shops,Platinum Card
2022-09-27,Biweekly Paycheck,2286.5192729754062,credit,Paycheck,Checking
2022-09-27,Valero,40.903550648784964,debit,Gas & Fuel,Platinum Card
2022-09-28,Grocery Store,13.43898236823524,debit,Groceries,Platinum Card
2022-09-28,Credit Card Payment,129.28660427042294,credit,Credit Card Payment,Silver Card
2022-09-28,Credit Card Payment,289.2559392726185,debit,Credit Card Payment,Checking
2022-09-28,BP,34.158383152386044,debit,Gas & Fuel,Platinum Card
2022-09-28,Sheetz,4.2159574209829485,debit,Gas & Fuel,Platinum Card
2022-09-28,Credit Card Payment,287.5624706923074,credit,Credit Card Payment,Platinum Card
2022-09-28,Biweekly Paycheck,1955.6376623278757,credit,Paycheck,Checking
2022-09-29,German Restaurant,47.98105827932299,debit,Restaurants,Platinum Card
2022-09-29,Greek Restaurant,22.940028808778173,debit,Restaurants,Platinum Card
2022-09-30,Internet Service Provider,73.66127352498036,debit,Internet,Checking
2022-09-30,Starbucks,1.741446122278192,debit,Coffee Shops,Platinum Card
2022-10-01,Starbucks,3.0168906601599415,debit,Coffee Shops,Platinum Card
2022-10-01,Credit Card Payment,129.32073707667442,debit,Credit Card Payment,Checking
2022-10-01,Grocery Store,15.092750954737562,debit,Groceries,Platinum Card
2022-10-01,Amazon,13.272448608773995,debit,Shopping,Platinum Card
2022-10-02,Credit Card Payment,121.21764849563652,credit,Credit Card Payment,Platinum Card
2022-10-02,Credit Card Payment,124.9696510160646,debit,Credit Card Payment,Checking
2022-10-02,Mortgage Payment,1167.3571030901862,debit,Mortgage & Rent,Checking
2022-10-04,Netflix,11.561300399714362,debit,Movies & DVDs,Platinum Card
2022-10-06,American Tavern,27.437809305725605,debit,Restaurants,Silver Card
2022-10-08,Hardware Store,78.86067628244496,debit,Home Improvement,Silver Card
2022-10-08,Hardware Store,29.911453642263233,debit,Home Improvement,Silver Card
2022-10-08,Shell,38.098989333916684,debit,Gas & Fuel,Silver Card
2022-10-09,Spotify,10.839263801461383,debit,Music,Platinum Card
2022-10-09,Amazon,19.462818023299274,debit,Shopping,Platinum Card
2022-10-09,Gas Company,31.608762739346826,debit,Utilities,Checking
2022-10-10,Grocery Store,53.38988018035721,debit,Groceries,Silver Card
2022-10-11,Phone Company,91.45361406674802,debit,Mobile Phone,Checking
2022-10-12,Biweekly Paycheck,1983.644121555715,credit,Paycheck,Checking
2022-10-16,Power Company,61.67371033514041,debit,Utilities,Checking
2022-10-17,City Water Charges,35.73517918403203,debit,Utilities,Checking
2022-10-18,Brunch Restaurant,7.818835096213915,debit,Restaurants,Platinum Card
2022-10-18,Hardware Store,44.756492972677364,debit,Home Improvement,Platinum Card
2022-10-18,Grocery Store,33.606613113446045,debit,Groceries,Platinum Card
2022-10-18,State Farm,75.89200462674735,debit,Auto Insurance,Checking
2022-10-21,Credit Card Payment,537.8379910748517,credit,Credit Card Payment,Platinum Card
2022-10-22,Credit Card Payment,356.1766134276505,credit,Credit Card Payment,Silver Card
2022-10-22,Credit Card Payment,347.49422293076213,debit,Credit Card Payment,Checking
2022-10-22,BP,35.090474962944306,debit,Gas & Fuel,Platinum Card
2022-10-23,Grocery Store,7.596937956349073,debit,Groceries,Platinum Card
2022-10-25,Internet Service Provider,74.1458383585886,debit,Internet,Checking
2022-10-25,Amazon,30.86373429860525,debit,Shopping,Platinum Card
2022-10-26,Biweekly Paycheck,1987.4887102834825,credit,Paycheck,Checking
2022-10-27,American Tavern,25.931324510605524,debit,Restaurants,Silver Card
2022-10-28,Italian Restaurant,55.0387100181698,debit,Restaurants,Platinum Card
2022-10-28,Grocery Store,95.82736874871162,debit,Groceries,Platinum Card
2022-10-28,Brewing Company,12.470519272565129,debit,Alcohol & Bars,Platinum Card
2022-10-28,Seafood Restaurant,14.40749718045488,debit,Food & Dining,Platinum Card
2022-10-31,Grocery Store,5.726987707152926,debit,Groceries,Platinum Card
2022-11-01,Amazon,12.518929318095964,debit,Shopping,Platinum Card
2022-11-02,Credit Card Payment,258.04840518701906,credit,Credit Card Payment,Platinum Card
2022-11-02,Credit Card Payment,257.3833935495211,debit,Credit Card Payment,Checking
2022-11-02,Mortgage Payment,1218.0293262810712,debit,Mortgage & Rent,Checking
2022-11-03,Pizza Place,22.66235256882763,debit,Fast Food,Platinum Card
2022-11-04,Netflix,11.919371643702577,debit,Movies & DVDs,Platinum Card
2022-11-05,Shell,36.88130328338435,debit,Gas & Fuel,Platinum Card
2022-11-06,Gas Company,30.711560641670317,debit,Utilities,Checking
2022-11-06,Amazon,54.844633564941034,debit,Shopping,Platinum Card
2022-11-08,Grocery Store,5.521089546811472,debit,Groceries,Platinum Card
2022-11-09,Biweekly Paycheck,2030.6934234883895,credit,Paycheck,Checking
2022-11-09,Spotify,10.748691229827612,debit,Music,Platinum Card
2022-11-10,Chick-Fil-A,14.562196215499839,debit,Fast Food,Platinum Card
2022-11-10,Food Truck,25.113741130812,debit,Groceries,Platinum Card
2022-11-10,Brewing Company,26.968470023824523,debit,Alcohol & Bars,Platinum Card
2022-11-12,Grocery Store,10.0234709988958,debit,Groceries,Platinum Card
2022-11-12,American Tavern,22.1669840091921,debit,Restaurants,Silver Card
2022-11-13,Phone Company,91.64280481577445,debit,Mobile Phone,Checking
2022-11-13,Grocery Store,10.330065904790992,debit,Groceries,Platinum Card
2022-11-13,Grocery Store,4.806358377307876,debit,Groceries,Platinum Card
2022-11-13,Grocery Store,38.3620367415296,debit,Groceries,Platinum Card
2022-11-14,Power Company,59.88893082324473,debit,Utilities,Checking
2022-11-16,City Water Charges,35.31994066457397,debit,Utilities,Checking
2022-11-17,Greek Restaurant,23.419492870330988,debit,Restaurants,Platinum Card
2022-11-17,Hardware Store,6.630980740319448,debit,Home Improvement,Platinum Card
2022-11-17,Brewing Company,22.585979164993546,debit,Alcohol & Bars,Platinum Card
2022-11-17,Hardware Store,15.43049849626915,debit,Home Improvement,Platinum Card
2022-11-19,Brewing Company,19.49053703331592,debit,Alcohol & Bars,Silver Card
2022-11-19,QuikTrip,29.583322229791882,debit,Gas & Fuel,Silver Card
2022-11-19,Hardware Store,10.131385952975192,debit,Home Improvement,Silver Card
2022-11-20,State Farm,76.33077217615883,debit,Auto Insurance,Checking
2022-11-20,Credit Card Payment,415.509657638266,credit,Credit Card Payment,Platinum Card
2022-11-21,Hardware Store,37.358394254592426,debit,Home Improvement,Platinum Card
2022-11-21,Grocery Store,5.766257667460222,debit,Groceries,Silver Card
2022-11-23,Biweekly Paycheck,2010.4510310947262,credit,Paycheck,Checking
2022-11-26,American Tavern,16.60411859271667,debit,Alcohol & Bars,Silver Card
2022-11-26,Internet Service Provider,74.90039570117739,debit,Internet,Checking
2022-11-27,American Tavern,28.338443560627727,debit,Restaurants,Silver Card
2022-11-27,Movie Theater,17.169873585130595,debit,Movies & DVDs,Silver Card
2022-11-29,Credit Card Payment,584.8540133600709,credit,Credit Card Payment,Silver Card
2022-11-29,Credit Card Payment,730.1672100442659,credit,Credit Card Payment,Platinum Card
2022-11-30,Credit Card Payment,584.9600257205132,debit,Credit Card Payment,Checking
2022-11-30,Grocery Store,6.279388460100643,debit,Groceries,Silver Card
2022-12-01,Brunch Restaurant,7.665006189804193,debit,Restaurants,Silver Card
2022-12-01,Amazon,12.87470689099561,debit,Shopping,Platinum Card
2022-12-01,Grocery Store,5.638579901056047,debit,Groceries,Silver Card
2022-12-03,BP,29.775675209057592,debit,Gas & Fuel,Silver Card
2022-12-03,Grocery Store,148.06504437631733,debit,Groceries,Silver Card
2022-12-03,Mortgage Payment,1208.0737918720547,debit,Mortgage & Rent,Checking
2022-12-04,Latin Restaurant,21.683628923294886,debit,Fast Food,Platinum Card
2022-12-04,Netflix,11.44951886885954,debit,Movies & DVDs,Platinum Card
2022-12-04,Starbucks,3.048788851319718,debit,Coffee Shops,Silver Card
2022-12-06,Grocery Store,21.056370153659156,debit,Groceries,Platinum Card
2022-12-06,Grocery Store,13.46286450992426,debit,Groceries,Platinum Card
2022-12-06,Gas Company,39.01206139821054,debit,Utilities,Checking
2022-12-07,Barbershop,29.77452094261767,debit,Haircut,Platinum Card
2022-12-07,Biweekly Paycheck,1972.5908744918497,credit,Paycheck,Checking
2022-12-08,Grocery Store,12.488765460949416,debit,Groceries,Platinum Card
2022-12-09,Spotify,10.444709148671922,debit,Music,Platinum Card
2022-12-11,Brunch Restaurant,10.295039090412187,debit,Restaurants,Platinum Card
2022-12-12,Phone Company,91.08644053161318,debit,Mobile Phone,Checking
2022-12-13,Thai Restaurant,27.38229108116287,debit,Restaurants,Silver Card
2022-12-14,Power Company,59.0139258067453,debit,Utilities,Checking
2022-12-14,Grocery Store,22.537476014290714,debit,Groceries,Silver Card
2022-12-14,Hardware Store,16.56039710731269,debit,Home Improvement,Silver Card
2022-12-17,American Tavern,63.545915638642676,debit,Food & Dining,Silver Card
2022-12-17,BP,19.91469329933022,debit,Gas & Fuel,Silver Card
2022-12-17,City Water Charges,33.00343952013029,debit,Utilities,Checking
2022-12-18,Amazon,25.41818096846715,debit,Shopping,Platinum Card
2022-12-18,Amazon,41.084553584604926,debit,Shopping,Platinum Card
2022-12-18,Fancy Restaurant,56.53282431036555,debit,Restaurants,Silver Card
2022-12-18,Amazon,48.31139441872245,debit,Shopping,Platinum Card
2022-12-18,Credit Card Payment,315.7792058321604,credit,Credit Card Payment,Platinum Card
2022-12-18,Starbucks,2.9251099187917005,debit,Coffee Shops,Silver Card
2022-12-18,Credit Card Payment,313.3073782113183,debit,Credit Card Payment,Checking
2022-12-19,Amazon,42.81519258916608,debit,Shopping,Platinum Card
2022-12-19,State Farm,76.66473329833666,debit,Auto Insurance,Checking
2022-12-20,Credit Card Payment,465.20979601571764,credit,Credit Card Payment,Silver Card
2022-12-20,Shell,29.973504920632468,debit,Gas & Fuel,Silver Card
2022-12-21,Credit Card Payment,459.9168119982357,debit,Credit Card Payment,Checking
2022-12-21,Biweekly Paycheck,2034.519888142034,credit,Paycheck,Checking
2022-12-22,New York Deli,21.33433644109409,debit,Fast Food,Platinum Card
2022-12-22,Hardware Store,22.488904597999483,debit,Home Improvement,Platinum Card
2022-12-23,Hardware Store,28.672724667794302,debit,Home Improvement,Platinum Card
2022-12-24,Hardware Store,38.5433093570658,debit,Home Improvement,Platinum Card
2022-12-26,Shell,32.54403030684146,debit,Gas & Fuel,Platinum Card
2022-12-26,Shell,7.542629768790641,debit,Gas & Fuel,Platinum Card
2022-12-26,Chick-Fil-A,57.44607104073893,debit,Fast Food,Platinum Card
2022-12-26,Amazon,44.39977386799182,debit,Shopping,Platinum Card
2022-12-26,Internet Service Provider,75.80719762944994,debit,Internet,Checking
2022-12-28,Brewing Company,11.641240179794009,debit,Alcohol & Bars,Silver Card
2022-12-29,Brewing Company,13.620539261781742,debit,Alcohol & Bars,Silver Card
2022-12-29,Credit Card Payment,876.9339882300403,credit,Credit Card Payment,Platinum Card
2022-12-29,Grocery Store,55.3099853935704,debit,Groceries,Silver Card
2023-01-01,Amazon,13.21271797118297,debit,Shopping,Platinum Card
2023-01-02,Credit Card Payment,497.0903873166681,debit,Credit Card Payment,Checking
2023-01-03,Mortgage Payment,1106.3817891525212,debit,Mortgage & Rent,Checking
2023-01-03,Amazon,42.57103467987935,debit,Shopping,Platinum Card
2023-01-04,Biweekly Paycheck,1983.8527666523498,credit,Paycheck,Checking
2023-01-05,American Tavern,23.197438561882255,debit,Restaurants,Platinum Card
2023-01-08,Gas Company,44.673535405242205,debit,Utilities,Checking
2023-01-09,Credit Card Payment,490.41156210908736,credit,Credit Card Payment,Platinum Card
2023-01-09,Credit Card Payment,503.49028696790884,debit,Credit Card Payment,Checking
2023-01-09,Credit Card Payment,286.5380592356435,debit,Credit Card Payment,Checking
2023-01-09,Spotify,10.439604453208878,debit,Music,Platinum Card
2023-01-10,Grocery Store,59.1681676518559,debit,Groceries,Silver Card
2023-01-10,Barbershop,28.773231267069743,debit,Haircut,Silver Card
2023-01-10,Phone Company,65.903575921827,debit,Mobile Phone,Checking
2023-01-14,Shell,27.95182222948911,debit,Gas & Fuel,Silver Card
2023-01-15,Grocery Store,6.101405618158847,debit,Groceries,Silver Card
2023-01-16,City Water Charges,34.93465376964341,debit,Utilities,Checking
2023-01-16,Power Company,60.575850140809905,debit,Utilities,Checking
2023-01-18,State Farm,75.21957385877027,debit,Auto Insurance,Checking
2023-01-18,Biweekly Paycheck,1948.7556010824453,credit,Paycheck,Checking
2023-01-21,Credit Card Payment,276.20316744596306,credit,Credit Card Payment,Silver Card
2023-01-22,Credit Card Payment,280.95791106578275,debit,Credit Card Payment,Checking
2023-01-24,Grocery Store,21.203937461056057,debit,Groceries,Silver Card
2023-01-24,Amazon,11.710523524641903,debit,Shopping,Platinum Card
2023-01-24,Amazon,4.384522040395876,debit,Shopping,Platinum Card
2023-01-25,Internet Service Provider,73.09440626511125,debit,Internet,Checking
2023-01-31,Credit Card Payment,1858.444466196624,debit,Credit Card Payment,Checking
2023-01-31,Shell,31.49782850907246,debit,Gas & Fuel,Silver Card
2023-02-01,Roadside Diner,9.424889754254046,debit,Restaurants,Silver Card
2023-02-01,Amazon,12.953745569281713,debit,Shopping,Platinum Card
2023-02-01,Biweekly Paycheck,1922.1368063073228,credit,Paycheck,Checking
2023-02-04,Netflix,11.946634349319156,debit,Television,Platinum Card
2023-02-04,Hardware Store,87.98419623446674,debit,Home Improvement,Silver Card
2023-02-05,Mortgage Payment,1096.8919929672131,debit,Mortgage & Rent,Checking
2023-02-07,Gas Company,65.06334039352916,debit,Utilities,Checking
2023-02-08,Starbucks,2.9682115175900066,debit,Coffee Shops,Platinum Card
2023-02-08,Thai Restaurant,27.309725057266107,debit,Restaurants,Platinum Card
2023-02-09,Spotify,10.970763552804362,debit,Music,Platinum Card
2023-02-11,Starbucks,2.994717327558008,debit,Coffee Shops,Platinum Card
2023-02-11,Credit Card Payment,132.54159589200353,debit,Credit Card Payment,Checking
2023-02-11,BP,22.988453978248884,debit,Gas & Fuel,Platinum Card
2023-02-12,Grocery Store,30.15050822622207,debit,Groceries,Platinum Card
2023-02-12,Phone Company,65.01351365532592,debit,Mobile Phone,Checking
2023-02-13,Grocery Store,8.222380724875215,debit,Groceries,Platinum Card
2023-02-15,Biweekly Paycheck,2008.2422989410657,credit,Paycheck,Checking
2023-02-15,Grocery Store,4.607444800876441,debit,Groceries,Platinum Card
2023-02-15,Power Company,58.87932353161288,debit,Utilities,Checking
2023-02-15,Credit Card Payment,205.43724672246137,credit,Credit Card Payment,Platinum Card
2023-02-15,Credit Card Payment,205.24526913677605,debit,Credit Card Payment,Checking
2023-02-16,Brewing Company,7.870064496401998,debit,Alcohol & Bars,Platinum Card
2023-02-16,American Tavern,32.770801377294184,debit,Restaurants,Platinum Card
2023-02-16,Amazon,38.66156325659621,debit,Shopping,Platinum Card
2023-02-19,Credit Card Payment,551.5019841479008,debit,Credit Card Payment,Checking
2023-02-19,City Water Charges,36.54690355316138,debit,Utilities,Checking
2023-02-20,Credit Card Payment,296.278607087039,credit,Credit Card Payment,Silver Card
2023-02-20,Barbershop,30.624528305957327,debit,Haircut,Platinum Card
2023-02-20,State Farm,74.25339405590275,debit,Auto Insurance,Checking
2023-02-21,Credit Card Payment,290.9621035040942,debit,Credit Card Payment,Checking
2023-02-21,Grocery Store,47.0657523202798,debit,Groceries,Silver Card
2023-02-25,Internet Service Provider,75.9831410285525,debit,Internet,Checking
2023-02-25,BP,33.34114947943087,debit,Gas & Fuel,Silver Card
2023-02-27,Roadside Diner,25.346420853772873,debit,Restaurants,Silver Card
2023-02-28,Grocery Store,31.921357815762725,debit,Groceries,Silver Card
